corporate_identification_number,company_name,registered_state,date,rank
U70109HR2020PTC085125,NAVI REAL ESTATE PRIVATE LIMITED,Haryana,2020-01-31,1
U01400HR2020PTC085094,HARIAGRI PRODUCER COMPANY LIMITED,Haryana,2020-01-31,1
U24304HR2020PTC085102,BRILLCHEM INDIA PRIVATE LIMITED,Haryana,2020-01-31,1
U74999HR2020PTC085090,CLOUD MEDIA TECHNOLOGIES PRIVATE LIMITED,Haryana,2020-01-31,1
U74999HR2020PTC085107,PCB SCIENTIST PRIVATE LIMITED,Haryana,2020-01-31,1
U74999HR2020PTC085111,RUDRAS INTERIOR POINT PRIVATE LIMITED,Haryana,2020-01-31,1
U74999HR2020PTC085121,IVP STUDIOWORKS PRIVATE LIMITED,Haryana,2020-01-31,1
U93090HR2020PTC085109,ALTURAS HEALTHCARE TECHNOLOGIES PRIVATELIMITED,Haryana,2020-01-31,1
U60221HR2020PTC085093,PSS LOGISTICS INDIA PRIVATE LIMITED,Haryana,2020-01-31,1
U85320HR2020NPL085101,SGA MICROBENEFIT FOUNDATION,Haryana,2020-01-31,1
U52609HR2020PTC085097,VESTIQ INTERNATIONAL PRIVATE LIMITED,Haryana,2020-01-31,1
U52609HR2020PTC085118,BAKKAL RETAIL PRIVATE LIMITED,Haryana,2020-01-31,1
U55204HR2020PTC085092,HONG HOSPITALITY INDIA PRIVATE LIMITED,Haryana,2020-01-31,1
U80903HR2020PTC085108,VOLUNTEERS' INITIATIVE FOR CITIZENS'EMPOWERMENT PRIVATE LIMITED,Haryana,2020-01-31,1
U36100HR2020PTC085124,QUANTES INDIA PRIVATE LIMITED,Haryana,2020-01-31,1
U36996HR2020PTC085117,CHANDANI DESIGN PRIVATE LIMITED,Haryana,2020-01-31,1
U40107HR2020PTC085114,KISAN AGRO RESIDUE BIO GAS ORGANIC GREENENERGY (KARBGOGEL) PRIVATE LIMITED,Haryana,2020-01-31,1
U17299HR2020PTC085116,SABE INDUSTRIES PRIVATE LIMITED,Haryana,2020-01-31,1
U51909HR2020PTC085095,AKG AGRO TRADERS PRIVATE LIMITED,Haryana,2020-01-31,1
U51909HR2020PTC085122,CABLE STREET PRIVATE LIMITED,Haryana,2020-01-31,1
U45201HR2020PTC085119,MILLENNIUM CITY DEVELOPERS PRIVATELIMITED,Haryana,2020-01-31,1
U45209HR2020PTC085104,BHOOP CONSTRUCTION INDIA PRIVATE LIMITED,Haryana,2020-01-31,1
U18209HR2020PTC085127,MHPL CLOTHING PRIVATE LIMITED,Haryana,2020-01-31,1
U22219HR2020PTC085103,FRAMELESS EXPRESSIONS PRIVATE LIMITED,Haryana,2020-01-31,1
U22300HR2020PTC085120,DEVSAMYRA ENTERTAINMENT PRIVATE LIMITED,Haryana,2020-01-31,1
U52334HR2020PTC085123,OWO TECHNOLOGIES PRIVATE LIMITED,Haryana,2020-01-31,1
U65100HR2020PTC085112,FOREX ROOM PRIVATE LIMITED,Haryana,2020-01-31,1
U72900HR2020PTC085089,4PS DIGITAL MEDIA PRIVATE LIMITED,Haryana,2020-01-31,1
U72900HR2020PTC085099,SHRAS TECHNOLOGIES PRIVATE LIMITED,Haryana,2020-01-31,1
U72900HR2020PTC085100,TEQMANTRA BUSINESS SOLUTIONS PRIVATELIMITED,Haryana,2020-01-31,1
U72900HR2020PTC085110,TRADEGHAR SERVICES PRIVATE LIMITED,Haryana,2020-01-31,1
U72900HR2020PTC085113,SKUAD LAB INDIA PRIVATE LIMITED,Haryana,2020-01-31,1
U50100HR2020PTC085098,BESTWHEELS AUTO PRIVATE LIMITED,Haryana,2020-01-31,1
U50100HR2020PTC085105,FREECOSYSTEM PRIVATE LIMITED,Haryana,2020-01-31,1
U50404HR2020PTC085091,MATSUO INDIA PRIVATE LIMITED,Haryana,2020-01-31,1
U50500HR2020PTC085115,SHRI GANESH AUTOGLASS PRIVATE LIMITED,Haryana,2020-01-31,1
U72200HR2020PTC085054,BITRESEAUX PRIVATE LIMITED,Haryana,2020-01-30,2
U70109HR2020PTC085062,MADHUBAN COLONIZERS PRIVATE LIMITED,Haryana,2020-01-30,2
U29300HR2020PTC085057,CHRONUVO SOLARIS PRIVATE LIMITED,Haryana,2020-01-30,2
U11200HR2020PTC085069,BANBHORI BIO GREEN PRIVATE LIMITED,Haryana,2020-01-30,2
U26900HR2020OPC085086,AWESOME TILES (OPC) PRIVATE LIMITED,Haryana,2020-01-30,2
U74999HR2020OPC085058,ANP DIGITAL (OPC) PRIVATE LIMITED,Haryana,2020-01-30,2
U74999HR2020OPC085068,RAGHAV EKTA SOLUTION (OPC) PRIVATELIMITED,Haryana,2020-01-30,2
U74999HR2020PTC085053,ENVOYER EXPORTS INDIA PRIVATE LIMITED,Haryana,2020-01-30,2
U74999HR2020PTC085055,HELLOMITR TECHNOLOGY PRIVATE LIMITED,Haryana,2020-01-30,2
U74999HR2020PTC085063,IZARCUTTING TOOLS INDIA PRIVATE LIMITED,Haryana,2020-01-30,2
U74999HR2020PTC085066,BENOMADIC TECHNOLOGIES PRIVATE LIMITED,Haryana,2020-01-30,2
U74999HR2020PTC085071,TECHNO DROP ENGINEERS PRIVATE LIMITED,Haryana,2020-01-30,2
U74999HR2020PTC085072,ASSUROUS INVESTMENTS PRIVATE LIMITED,Haryana,2020-01-30,2
U74999HR2020PTC085075,T60 DEGREE SERVICES PRIVATE LIMITED,Haryana,2020-01-30,2
U74999HR2020PTC085076,CHROME AURA PRIVATE LIMITED,Haryana,2020-01-30,2
U74999HR2020PTC085077,EXIM CONTRACTS PRIVATE LIMITED,Haryana,2020-01-30,2
U74999HR2020PTC085082,KNDBV PRIVATE LIMITED,Haryana,2020-01-30,2
U74999HR2020PTC085087,ROTADRILL INDIA PRIVATE LIMITED,Haryana,2020-01-30,2
U67190HR2020PTC085079,LOAN VILLA INDIA PRIVATE LIMITED,Haryana,2020-01-30,2
U93090HR2020PTC085061,PREDICTIVU PRIVATE LIMITED,Haryana,2020-01-30,2
U15490HR2020PTC085080,SB CASHEW PRODUCTION HOUSE PRIVATELIMITED,Haryana,2020-01-30,2
U60221HR2020PTC085084,AGLIN GLOBAL LOGISTICS PRIVATE LIMITED,Haryana,2020-01-30,2
U85300HR2020NPL085070,VICTOR WELFARE ASSOCIATION,Haryana,2020-01-30,2
U85300HR2020OPC085085,AMAN KUMAR (OPC) PRIVATE LIMITED,Haryana,2020-01-30,2
U85300HR2020PTC085081,HEKA HEALTHY YOU PRIVATE LIMITED,Haryana,2020-01-30,2
U92490HR2020PTC085074,SHREEOTIX EVENTS PRIVATE LIMITED,Haryana,2020-01-30,2
U52609HR2020PTC085052,KRIISPR IMPEX PRIVATE LIMITED,Haryana,2020-01-30,2
U52609HR2020PTC085065,AGRO ROYAL COMMODITIES PRIVATE LIMITED,Haryana,2020-01-30,2
U55204HR2020PTC085078,GOLIATH FOOD AND BEVERAGES PRIVATELIMITED,Haryana,2020-01-30,2
U55209HR2020PTC085083,FUSION FOOD FACTORY PRIVATE LIMITED,Haryana,2020-01-30,2
U40106HR2020PTC085067,VIRTUORA DEVELOPMENT PRIVATE LIMITED,Haryana,2020-01-30,2
U18209HR2020PTC085073,TDPL DESIGN PRIVATE LIMITED,Haryana,2020-01-30,2
U21097HR2020PTC085056,GRIPCO CORPORATES PRIVATE LIMITED,Haryana,2020-01-30,2
U52100HR2020PTC085059,ALFAVINE INTERNATIONAL PRIVATE LIMITED,Haryana,2020-01-30,2
U72900HR2020PTC085060,BIDW TECHNOLOGY PRIVATE LIMITED,Haryana,2020-01-30,2
U72900HR2020PTC085064,VIVOKI BUSINESS INTELLIGENCE PRIVATELIMITED,Haryana,2020-01-30,2
U24110HR2020PTC085029,COROMANDAL ORGANIC AND CHEMICALS PRIVATELIMITED,Haryana,2020-01-29,3
U70109HR2020PTC085028,ONIKS INFRA PRIVATE LIMITED,Haryana,2020-01-29,3
U70109HR2020PTC085035,RKY REAL ESTATE PRIVATE LIMITED,Haryana,2020-01-29,3
U31909HR2020PTC085041,ANEXA APPLIANCES INDIA PRIVATE LIMITED,Haryana,2020-01-29,3
U32309HR2020PTC085030,HEXASPIN PRIVATE LIMITED,Haryana,2020-01-29,3
U01409HR2020PTC085022,HARIAGRI JAIVIK PRODUCER COMPANY LIMITED,Haryana,2020-01-29,3
U11100HR2020PTC085025,KUNDAN BIO FUEL PRIVATE LIMITED,Haryana,2020-01-29,3
U74999HR2020PTC085026,VIRTUOSO CONSULTING INDIA PRIVATELIMITED,Haryana,2020-01-29,3
U74999HR2020PTC085038,CANDELA ENERGY PRIVATE LIMITED,Haryana,2020-01-29,3
U74999HR2020PTC085049,JMV HEALTHCARE PRIVATE LIMITED,Haryana,2020-01-29,3
U74999HR2020PTC085050,BALAJI UNIFORM ACCESSORIES PRIVATELIMITED,Haryana,2020-01-29,3
U60221HR2020PTC085044,NSJ LOGISTIC & SECURITIES PRIVATELIMITED,Haryana,2020-01-29,3
U63090HR2020PTC085024,BARMA TRAVELS PRIVATE LIMITED,Haryana,2020-01-29,3
U85300HR2020NPL085021,MILLENNIALS GIVING BACK FOUNDATION,Haryana,2020-01-29,3
U85300HR2020NPL085043,ANTARDRISHTI WELFARE FORUM,Haryana,2020-01-29,3
U85300HR2020NPL085045,PEOPLE FOR HELP WELFARE COUNCIL,Haryana,2020-01-29,3
U33119HR2020PTC085020,CORTEX TECHNOLOGIES PRIVATE LIMITED,Haryana,2020-01-29,3
U34300HR2020PTC085034,AUTOVEER PRIVATE LIMITED,Haryana,2020-01-29,3
U36995HR2020PTC085039,ROSSIA JEWELS PRIVATE LIMITED,Haryana,2020-01-29,3
U36999HR2020PTC085037,GREYWOODS INDESIGN PRIVATE LIMITED,Haryana,2020-01-29,3
U51909HR2020PTC085027,FLORA FLY PRIVATE LIMITED,Haryana,2020-01-29,3
U51909HR2020PTC085036,MAGRAX ENTERPRISES PRIVATE LIMITED,Haryana,2020-01-29,3
U51909HR2020PTC085047,GAVISUN HEALTHCARE PRIVATE LIMITED,Haryana,2020-01-29,3
U51909HR2020PTC085051,MATRIC INDIA ELECTRONICS PRIVATE LIMITED,Haryana,2020-01-29,3
U45202HR2020PTC085019,VRINDA CONTRACTORS AND DEVELOPERSPRIVATE LIMITED,Haryana,2020-01-29,3
U45209HR2020PTC085040,D. S. AWANA BUILDTECH PRIVATE LIMITED,Haryana,2020-01-29,3
U19100HR2020PTC085033,NEW GEN LAMINATES PRIVATE LIMITED,Haryana,2020-01-29,3
U20299HR2020PTC085023,BHAVYAM LAMINATES PRIVATE LIMITED,Haryana,2020-01-29,3
U22219HR2020PTC085046,JOINTHEDOTS ADWAYS PRIVATE LIMITED,Haryana,2020-01-29,3
U72900HR2020PTC085048,COENGAGED TECHNOLOGIES PRIVATE LIMITED,Haryana,2020-01-29,3
U01100HR2020PTC085010,ASIAN NUTRITIONS PRIVATE LIMITED,Haryana,2020-01-28,4
U24239HR2020PTC085005,ZERO ENTHALPY BIOTECH PRIVATE LIMITED,Haryana,2020-01-28,4
U72200HR2020PTC085011,RETAILQUEST TECHNOLOGY SOLUTIONS PRIVATELIMITED,Haryana,2020-01-28,4
U70109HR2020PTC085001,NITIGYA BUILDCON PRIVATE LIMITED,Haryana,2020-01-28,4
U29305HR2020PTC085002,REVCOFAB CRANES AND ENGINEERS PRIVATELIMITED,Haryana,2020-01-28,4
U29309HR2020PTC085008,RAGHAVI VENTURES PRIVATE LIMITED,Haryana,2020-01-28,4
U74999HR2020PTC085018,STYLE FROM WEST PRIVATE LIMITED,Haryana,2020-01-28,4
U51505HR2020PTC085017,GLITUP INDIA PRIVATE LIMITED,Haryana,2020-01-28,4
U63030HR2020PTC084997,TAXOTECNOSOFT PRIVATE LIMITED,Haryana,2020-01-28,4
U63030HR2020PTC084999,PNR HOLIDAYS PRIVATE LIMITED,Haryana,2020-01-28,4
U75300HR2020PTC085006,ORION DEFENCE PRIVATE LIMITED,Haryana,2020-01-28,4
U80101HR2020PTC085003,THOUGHT SCHOOLS PRIVATE LIMITED,Haryana,2020-01-28,4
U80904HR2020PTC084996,CAPE OF GOOD HOPE EDUCATION PRIVATELIMITED,Haryana,2020-01-28,4
U15549HR2020PTC085000,ARYAVEER ORGANIC PRODUCTS PRIVATELIMITED,Haryana,2020-01-28,4
U51909HR2020PTC084998,COOLZY INDIA PRIVATE LIMITED,Haryana,2020-01-28,4
U51909HR2020PTC085009,CIBES LIFT INDIA PRIVATE LIMITED,Haryana,2020-01-28,4
U45209HR2020PTC085007,GOLDBERG HOMES PRIVATE LIMITED,Haryana,2020-01-28,4
U52320HR2020OPC085012,WEORIGINAL FASHIONS (OPC) PRIVATELIMITED,Haryana,2020-01-28,4
U72900HR2020PTC085004,VARIABLE INNOVATIONS PRIVATE LIMITED,Haryana,2020-01-28,4
U72900HR2020PTC085013,RPA INFOTECH INDIA PRIVATE LIMITED,Haryana,2020-01-28,4
U72900HR2020PTC085014,HANNOVIT TECHNOLOGIES PRIVATE LIMITED,Haryana,2020-01-28,4
U72900HR2020PTC085015,CUTEIFY TECHNOLOGIES PRIVATE LIMITED,Haryana,2020-01-28,4
U72900HR2020PTC085016,SIAPP TECH SOLUTIONS PRIVATE LIMITED,Haryana,2020-01-28,4
U74999HR2020OPC084986,ZEROCIRCLE ECO SOLUTIONS (OPC) PRIVATELIMITED,Haryana,2020-01-27,5
U74999HR2020OPC084991,FINTOTA (OPC) PRIVATE LIMITED,Haryana,2020-01-27,5
U74999HR2020PTC084974,JGD ADVISORS PRIVATE LIMITED,Haryana,2020-01-27,5
U74999HR2020PTC084975,NORTH LOOP PRIVATE LIMITED,Haryana,2020-01-27,5
U74999HR2020PTC084978,SORTING TAX ADVISORY SERVICES PRIVATELIMITED,Haryana,2020-01-27,5
U74999HR2020PTC084980,ONCE MORE SHOPPING NETWORK PRIVATELIMITED,Haryana,2020-01-27,5
U74999HR2020PTC084981,TRIPULSE INTERNATIONAL PRIVATE LIMITED,Haryana,2020-01-27,5
U74999HR2020PTC084983,BMR MAVEN POINT PRIVATE LIMITED,Haryana,2020-01-27,5
U74999HR2020PTC084988,SHREE WELLCARE AYURVEDA PRIVATE LIMITED,Haryana,2020-01-27,5
U74999HR2020PTC084989,GERO SERVICES PRIVATE LIMITED,Haryana,2020-01-27,5
U74999HR2020PTC084994,GOHEALTHIAN TECHNOLOGIES PRIVATE LIMITED,Haryana,2020-01-27,5
U67200HR2020PTC084995,HAMPLE WEALTH MANAGEMENT SERVICESPRIVATE LIMITED,Haryana,2020-01-27,5
U92410HR2020NPL084993,YOUTH INDIA SPORTS COUNCIL,Haryana,2020-01-27,5
U52609HR2020PTC084976,BANSAL INDUSTRIAL SOLUTION PRIVATELIMITED,Haryana,2020-01-27,5
U55209HR2020PTC084979,BADMAASH BAWARCHI HOSPITALITY PRIVATELIMITED,Haryana,2020-01-27,5
U55209HR2020PTC084982,SMJK HOTELS AND RESORTS PRIVATE LIMITED,Haryana,2020-01-27,5
U80903HR2020PTC084977,SKILLZCAFE LEARNING SOLUTIONS PRIVATELIMITED,Haryana,2020-01-27,5
U85100HR2020OPC084984,ANJALI NURSING HOME (OPC) PRIVATELIMITED,Haryana,2020-01-27,5
U74900HR2020PTC084992,MEDTRONIC FACILITIES PRIVATE LIMITED,Haryana,2020-01-27,5
U65999HR2020PLN084990,SAKETHA INDIA NIDHI LIMITED,Haryana,2020-01-27,5
U45201HR2020PTC084987,EK OMKAR ASSOCIATES PRIVATE LIMITED,Haryana,2020-01-27,5
U74140HR2020PTC084985,AIPL BUSINESS CLUB MANAGEMENT SERVICESPRIVATE LIMITED,Haryana,2020-01-27,5
U74999HP2020PTC007798,SNOW VALLEY ENTERPRISES PRIVATE LIMITED,Himachal Pradesh,2020-01-30,1
U74999HP2020PTC007800,MAARENUKA JI MINERAL & CHEMICAL PRIVATELIMITED,Himachal Pradesh,2020-01-30,1
U93090HP2020PTC007801,SHIMLA CLEANWAYS HR PRIVATE LIMITED,Himachal Pradesh,2020-01-30,1
U85300HP2020PTC007799,PUROBIEN HEALTHCARE PRIVATE LIMITED,Himachal Pradesh,2020-01-30,1
U24200HP2020PTC007797,SHRIOM ORGANICS PRIVATE LIMITED,Himachal Pradesh,2020-01-29,2
U63040HP2020PTC007796,GREAT WILD ESCAPE TOUR AND TRAVELSPRIVATE LIMITED,Himachal Pradesh,2020-01-29,2
U72200HP2020PTC007795,ALKYE SERVICES PRIVATE LIMITED,Himachal Pradesh,2020-01-28,3
U74999HP2020PTC007793,GBT AGRO PRIVATE LIMITED,Himachal Pradesh,2020-01-28,3
U93090HP2020OPC007794,GYBMAS (OPC) PRIVATE LIMITED,Himachal Pradesh,2020-01-28,3
U74999HP2020PTC007789,THOUGHT CAFE PRIVATE LIMITED,Himachal Pradesh,2020-01-27,4
U63030HP2020PTC007791,NN HOSPITALITY PRIVATE LIMITED,Himachal Pradesh,2020-01-27,4
U80903HP2020PTC007792,THEDOGRA TECHNICAL & VOCATIONAL TRAININGINSTITUTE PRIVATE LIMITED,Himachal Pradesh,2020-01-27,4
U52100HP2020PTC007790,NETCOM DIGITAL INDIA PRIVATE LIMITED,Himachal Pradesh,2020-01-27,4
U33309HP2020PTC007787,SANCARA MD PRIVATE LIMITED,Himachal Pradesh,2020-01-24,5
U40107HP2020PTC007785,SUMURJA SHAKTI PRIVATE LIMITED,Himachal Pradesh,2020-01-24,5
U65100HP2020PLN007786,HIMSTAR NIDHI LIMITED,Himachal Pradesh,2020-01-24,5
U45500HP2020PTC007788,DEUDHOOM CONSTRUCTION PRIVATE LIMITED,Himachal Pradesh,2020-01-24,5
U24290JK2020PTC011338,BIG DREAMS OPPORTUNITY PRIVATE LIMITED,Jammu and Kashmir,2020-01-31,1
U74999JK2020PTC011335,GREEN TREK RESEARCH & DEVELOPMENTPRIVATE LIMITED,Jammu and Kashmir,2020-01-31,1
U15400JK2020PTC011334,EHSAN INDUSTRIES PRIVATE LIMITED,Jammu and Kashmir,2020-01-31,1
U80903JK2020PTC011337,MADHUVANKIDS PLAYWAY EDUCATION PRIVATELIMITED,Jammu and Kashmir,2020-01-31,1
U80904JK2020PTC011339,MAYANSHI SOLUTIONS PRIVATE LIMITED,Jammu and Kashmir,2020-01-31,1
U45202JK2020PTC011336,M.A. BUILDERS AND CONSTRUCTIONS PRIVATELIMITED,Jammu and Kashmir,2020-01-31,1
U24304JK2020PTC011332,ALPHARD HEALTHCARE PRIVATE LIMITED,Jammu and Kashmir,2020-01-30,2
U51909JK2020PTC011331,SARVANUJ TRADERS PRIVATE LIMITED,Jammu and Kashmir,2020-01-30,2
U51909JK2020PTC011333,SAMZAN PRIVATE LIMITED,Jammu and Kashmir,2020-01-30,2
U01100JK2020PTC011329,EDENIC FARMERS PRODUCER COMPANY LIMITED,Jammu and Kashmir,2020-01-29,3
U01100JK2020PTC011330,VALLEY APPLE AGRO WAYS PRIVATE LIMITED,Jammu and Kashmir,2020-01-29,3
U22300JK2020PTC011328,JKUT NEWS PRIVATE LIMITED,Jammu and Kashmir,2020-01-29,3
U55209JK2020PTC011325,IB HOTELS & RESORTS PRIVATE LIMITED,Jammu and Kashmir,2020-01-28,4
U74140JK2020OPC011327,COSMIC DUST ADAPTOGENS (OPC) PRIVATELIMITED,Jammu and Kashmir,2020-01-28,4
U72900JK2020PTC011326,KHURWANI CONNECTS PRIVATE LIMITED,Jammu and Kashmir,2020-01-28,4
U22300JK2020PTC011324,VERMENGING DIGITAL PRIVATE LIMITED,Jammu and Kashmir,2020-01-27,5
U70109JH2020PTC014020,PREMRAJ ENGICON PRIVATE LIMITED,Jharkhand,2020-01-31,1
U74999JH2020PTC014017,GEO INTELLECTS PRIVATE LIMITED,Jharkhand,2020-01-31,1
U74999JH2020PTC014018,NAARACHI MOTORS PRIVATE LIMITED,Jharkhand,2020-01-31,1
U93090JH2020PTC014019,DEV ASSIST SERVICES PRIVATE LIMITED,Jharkhand,2020-01-31,1
U85200JH2020PTC014021,CARE FORM LABS PRIVATE LIMITED,Jharkhand,2020-01-31,1
U93000JH2020PTC014016,SPARKTECH AUTOMATION PRIVATE LIMITED,Jharkhand,2020-01-31,1
U01400JH2020PTC014015,MA BHADRAKALI FARMERS PRODUCER COMPANYLIMITED,Jharkhand,2020-01-30,2
U74999JH2020PTC014009,OKLIFE CHOICE SERVICES PRIVATE LIMITED,Jharkhand,2020-01-30,2
U93090JH2020PTC014010,ALTIORE ENERGY SOLUTIONS PRIVATE LIMITED,Jharkhand,2020-01-30,2
U66000JH2020PTC014014,VEDANT INSURANCE BROKING PRIVATE LIMITED,Jharkhand,2020-01-30,2
U18109JH2020PTC014013,VINTACE TEXTILES PRIVATE LIMITED,Jharkhand,2020-01-30,2
U45309JH2020PTC014011,SOLUTECH ENGICON PRIVATE LIMITED,Jharkhand,2020-01-30,2
U45309JH2020PTC014012,RAUSHAN REALTECH PRIVATE LIMITED,Jharkhand,2020-01-30,2
U29309JH2020PTC013996,LOLIFF ELECTRIC PRIVATE LIMITED,Jharkhand,2020-01-29,3
U05005JH2020PTC014006,BABY RIYA FISHERIES PRIVATE LIMITED,Jharkhand,2020-01-29,3
U74999JH2020OPC014008,OSISS EVENTS & MANAGEMENTS (OPC) PRIVATELIMITED,Jharkhand,2020-01-29,3
U74999JH2020PTC013994,FORENTEC LABORATORIES PRIVATE LIMITED,Jharkhand,2020-01-29,3
U74999JH2020PTC014007,CNS CONSTRUCTIONS AND TRANSPORT PRIVATELIMITED,Jharkhand,2020-01-29,3
U93030JH2020PTC013998,AMULYA NIRWAN PRIVATE LIMITED,Jharkhand,2020-01-29,3
U90000JH2020OPC014003,ANAND SWACHH (OPC) PRIVATE LIMITED,Jharkhand,2020-01-29,3
U55100JH2020PTC013999,MYLORD RESORTS PRIVATE LIMITED,Jharkhand,2020-01-29,3
U55101JH2020PTC013997,REEL PARADISE RESORTS PRIVATE LIMITED,Jharkhand,2020-01-29,3
U80903JH2020PTC014001,COLLEGECLUE INTERNATIONAL PRIVATELIMITED,Jharkhand,2020-01-29,3
U51909JH2020PTC014002,ARECA MULTITRADE PRIVATE LIMITED,Jharkhand,2020-01-29,3
U22219JH2020OPC014000,ABANN MEDIA (OPC) PRIVATE LIMITED,Jharkhand,2020-01-29,3
U45309JH2020PTC014005,AAGHNYA ENGICON INDIA PRIVATE LIMITED,Jharkhand,2020-01-29,3
U72900JH2020PTC013995,CURVES AND CODES PRIVATE LIMITED,Jharkhand,2020-01-29,3
U72900JH2020PTC014004,STONE REFLECTION PRIVATE LIMITED,Jharkhand,2020-01-29,3
U70103JH2020PTC013992,MAA KATYAYANI INFRAPROJECTS PRIVATELIMITED,Jharkhand,2020-01-28,4
U74999JH2020PTC013987,MAKING MEMORIES EVENTS PRIVATE LIMITED,Jharkhand,2020-01-28,4
U74999JH2020PTC013991,INVIOFEX PRIVATE LIMITED,Jharkhand,2020-01-28,4
U85300JH2020NPL013986,BHADALPUR ITHKOI SANGAM FOUNDATION,Jharkhand,2020-01-28,4
U55101JH2020PTC013989,KAVERI DIVYA RESORTS PRIVATE LIMITED,Jharkhand,2020-01-28,4
U51909JH2020PTC013988,SHANTIKIND PHARMA PRIVATE LIMITED,Jharkhand,2020-01-28,4
U45203JH2020PTC013984,MAIHAR MATA VENTURES PRIVATE LIMITED,Jharkhand,2020-01-28,4
U45309JH2020PTC013990,SHAIL SUPPLIERS AND BUILDTECH PRIVATELIMITED,Jharkhand,2020-01-28,4
U72900JH2020PTC013985,RANCHI TECHNO PARK PRIVATE LIMITED,Jharkhand,2020-01-28,4
U50400JH2020PTC013993,MTEK AUTO EMINENT PRIVATE LIMITED,Jharkhand,2020-01-28,4
U74999JH2020PTC013981,SAGUN JOHAR INDIA PRIVATE LIMITED,Jharkhand,2020-01-27,5
U55209JH2020PTC013983,VALKOINEN PRIVATE LIMITED,Jharkhand,2020-01-27,5
U15549JH2020PTC013980,GRONEED SPICECO PRIVATE LIMITED,Jharkhand,2020-01-27,5
U45309JH2020PTC013982,SMART BILAL INDIA HOUSING PRIVATELIMITED,Jharkhand,2020-01-27,5
U70109KA2020PTC132193,RAIVO INFRA PRIVATE LIMITED,Karnataka,2020-01-31,1
U51909KA2020PTC132225,KBASS MARKETING PRIVATE LIMITED,Karnataka,2020-01-31,1
U70109KA2020PTC132199,PROPOFF MANAGEMENT PRIVATE LIMITED,Karnataka,2020-01-31,1
U45203KA2020PTC132208,DC KUSUMITHA BUILDERS AND DEVELOPERSPRIVATE LIMITED,Karnataka,2020-01-31,1
U74999KA2020OPC132223,GINEE MARKETING ANALYTICS (OPC) PRIVATELIMITED,Karnataka,2020-01-31,1
U52100KA2020PTC132189,IDSQUARE TECHNOLOGIES PRIVATE LIMITED,Karnataka,2020-01-31,1
U74999KA2020PTC132183,APHELION HEALTH PRIVATE LIMITED,Karnataka,2020-01-31,1
U64100KA2020PTC132219,BST COURIER PRIVATE LIMITED,Karnataka,2020-01-31,1
U74999KA2020PTC132187,KBN SERVICES PRIVATE LIMITED,Karnataka,2020-01-31,1
U65990KA2020PLN132216,JANAABHIWRIDDI NIDHI LIMITED,Karnataka,2020-01-31,1
U74999KA2020PTC132195,OHM PROGENITOR PRIVATE LIMITED,Karnataka,2020-01-31,1
U45309KA2020OPC132201,SBS LEAF (OPC) PRIVATE LIMITED,Karnataka,2020-01-31,1
U74999KA2020PTC132196,WEBBIRTH PRIVATE LIMITED,Karnataka,2020-01-31,1
U45309KA2020PTC132218,SUBHA FARMS PRIVATE LIMITED,Karnataka,2020-01-31,1
U74999KA2020PTC132205,SHALINI GOVIL RADIOLOGY PRIVATE LIMITED,Karnataka,2020-01-31,1
U72900KA2020FTC132209,ZSAH INDIA PRIVATE LIMITED,Karnataka,2020-01-31,1
U74999KA2020PTC132207,COMMERCECREW ACCOUNTING SOLUTIONSPRIVATE LIMITED,Karnataka,2020-01-31,1
U72900KA2020PTC132185,CASHPECASH TECHNOLOGY PRIVATE LIMITED,Karnataka,2020-01-31,1
U74999KA2020PTC132220,KOFLUENCE TECH PRIVATE LIMITED,Karnataka,2020-01-31,1
U72900KA2020PTC132186,CLICKGO TECHNOLOGY PRIVATE LIMITED,Karnataka,2020-01-31,1
U74999KA2020PTC132226,NEW HORIZON HUMAN CAPITAL PRIVATELIMITED,Karnataka,2020-01-31,1
U72900KA2020PTC132188,BRANDEE COMMERCE PRIVATE LIMITED,Karnataka,2020-01-31,1
U72200KA2020PTC132204,GIGLABZ PRIVATE LIMITED,Karnataka,2020-01-31,1
U72900KA2020PTC132192,CMMT TECHNOLOGIES PRIVATE LIMITED,Karnataka,2020-01-31,1
U93090KA2020PTC132203,CLEAP ENGINEERING PRIVATE LIMITED,Karnataka,2020-01-31,1
U72900KA2020PTC132194,CONSEQUOR COPIOSE DAILY PRIVATE LIMITED,Karnataka,2020-01-31,1
U93090KA2020PTC132227,USC WORLDWIDE PRIVATE LIMITED,Karnataka,2020-01-31,1
U72900KA2020PTC132210,KEPIO ENGINEERING SERVICES PRIVATELIMITED,Karnataka,2020-01-31,1
U63030KA2020PTC132213,TAAZACITY VENTURES PRIVATE LIMITED,Karnataka,2020-01-31,1
U72900KA2020PTC132211,COGNIFO TECHNOLOGIES PRIVATE LIMITED,Karnataka,2020-01-31,1
U63031KA2020PTC132202,YELLOWZONE CAB PRIVATE LIMITED,Karnataka,2020-01-31,1
U72900KA2020PTC132214,A2ZCLOUDDBA SOLUTIONS PRIVATE LIMITED,Karnataka,2020-01-31,1
U63090KA2020PTC132197,TULIO VACATIONS PRIVATE LIMITED,Karnataka,2020-01-31,1
U72900KA2020PTC132215,JEETONE TECHNOLOGIES PRIVATE LIMITED,Karnataka,2020-01-31,1
U92419KA2020PTC132190,BLU-PHOENIX MANAGEMENT PRIVATE LIMITED,Karnataka,2020-01-31,1
